image_path,zone_type,built_ratio,vegetation_ratio,water_ratio,road_density,distance_to_center_km,night_light_index,public_transport_score,population_density,density_class,mean_red,mean_green,mean_blue,brightness,contrast,vegetation_index,water_index,built_up_proxy,texture,grayness
data\images\sat_patch_0016.png,residencial,0.6045270863194729,0.29807010785701366,0.023344084709865744,0.40625725832177795,8.817490847896142,0.6779170708076996,0.4242775362195426,9099.186377103899,alta,90.06005859375,113.4970703125,79.8076171875,94.45491536458333,30.799760486430454,0.11513726750590421,-0.06035545785118823,-0.30240069570994854,15.210813492063492,0.8685964533169805
data\images\sat_patch_0017.png,centro,0.7406535314776003,0.0577146181758334,0.008027722676686918,0.9461026050162091,2.098731419244098,0.9265035474367119,0.8685734771769243,14040.717620426669,alta,93.15087890625,95.183349609375,82.424072265625,90.25276692708333,32.135585796832345,0.010791828486793357,-0.0610953129016048,-0.08194622938780943,16.54017857142857,0.9282746545087832
data\images\sat_patch_0018.png,parque_urbano,0.1141983986634931,0.8029577871393431,0.15263768388402962,0.05384403312218004,16.246425448477293,0.3446824527160426,0.29845566103671795,100.0,baixa,80.5478515625,167.412109375,85.861083984375,111.273681640625,48.987212179134495,0.35031566037421286,0.03192876856332977,-0.7567615235088756,13.691261574074073,0.6629659019866404
data\images\sat_patch_0019.png,periurbano,0.3760410993072737,0.6514687990575088,0.03291122097040848,0.3221291199768701,9.738542183381536,0.5517118800394685,0.47738413413716235,4225.529824128025,media,77.401611328125,134.404541015625,79.753173828125,97.18644205729167,38.61533204462399,0.26912782649419686,0.014963352739775778,-0.5744334979374618,15.069527116402117,0.7726102965479488
data\images\sat_patch_0020.png,centro,0.7586257234189102,0.15483837639505516,0.026466272719239035,0.9415845913437948,6.660504720941156,1.0,1.0,14734.723675770494,alta,97.18310546875,98.772705078125,85.670166015625,93.87532552083333,29.148287082914404,0.008112030956503419,-0.06296272030957932,-0.07825346241866035,16.660631613756614,0.9260369361413958
data\images\sat_patch_0021.png,residencial,0.6937269797724583,0.27457360148885945,0.06972752263429602,0.7288186865446085,3.522136261252678,0.7060674445774168,0.7256205192064489,11077.93886798508,alta,89.1806640625,110.701904296875,90.944091796875,96.94222005208333,27.80508588011437,0.10766941961648142,0.009790035335074589,-0.21290544143917103,15.790054563492063,0.892953788529441
data\images\sat_patch_0022.png,centro,0.926679198851867,0.10144175727342476,0.013312030466657063,0.8138381252813579,0.2,1.0,0.7696686677435299,15198.528530834457,alta,97.87451171875,101.7763671875,88.458740234375,96.03653971354167,29.311220923236764,0.01954339229850724,-0.05053189022972557,-0.0896506803240517,17.462962962962962,0.9267951290823185
data\images\sat_patch_0023.png,centro,0.8179063997438936,0.17249626685376682,0.0003977996283669327,0.886346599909272,4.4984911953451725,1.0,0.858925586606749,14533.931567468062,alta,93.833740234375,102.38720703125,90.732666015625,95.65120442708333,26.81542127602723,0.043590997151314044,-0.016801942807227722,-0.10563383766190451,16.288690476190474,0.927561653907516
data\images\sat_patch_0024.png,periurbano,0.2529468835819263,0.6725981471519227,0.06297279168215315,0.31768218624100963,14.068530884500728,0.487904694491797,0.4390424649768324,2112.1496137931217,baixa,78.290283203125,141.351806640625,84.15380859375,101.26529947916667,38.97676541849564,0.28711037668258677,0.03609565167726308,-0.5937844499316723,14.540178571428571,0.7610278804388997
data\images\sat_patch_0025.png,industrial,0.5454084995379642,0.2653410289434502,0.07739368761034776,0.4872520141217096,5.7481198523676476,0.6721618294279618,0.7796410737195417,8499.499477667303,media,93.251708984375,112.126708984375,89.8046875,98.39436848958333,30.49038346612076,0.09190352177592713,-0.018830379772273323,-0.2093464376980249,15.04369212962963,0.898273212198451
data\images\sat_patch_0026.png,centro,0.7921411343815624,0.058486241170739,0.059287418105546566,0.6283616721769999,3.9963555305476786,0.9916716203110085,0.8600829589318926,13519.324699615687,alta,100.139892578125,95.15771484375,88.924560546875,94.74072265625,28.018258007403574,-0.025510695059883556,-0.05932015133756968,-0.006602105801085855,15.821469907407408,0.9325532520662672
data\images\sat_patch_0027.png,residencial,0.36429606951686844,0.16224201536593866,0.04845378249419924,0.5443260294981427,13.224102887612299,0.5261494122579101,0.4770839290988551,6758.078238457186,media,92.643798828125,110.923583984375,94.240478515625,99.269287109375,27.505982908830024,0.08979722003544034,0.008543681157401103,-0.17610124586809695,15.302372685185187,0.9080128470838353
data\images\sat_patch_0028.png,residencial,0.6795465078832401,0.36659827930517963,0.023071571604913455,0.5473047479170658,5.7629460882663555,0.8184688642903268,0.8313071224189532,9227.82939864833,alta,86.58154296875,113.8076171875,87.30810546875,95.89908854166667,27.253531029874406,0.13586600224111392,0.00417829642161159,-0.2801152033573638,15.035218253968253,0.8725975181018063
data\images\sat_patch_0029.png,industrial,0.584909329051778,0.19680957576464436,0.07485103135223005,0.6677228015142835,8.877978544291297,0.7825062175583414,0.7140526337915234,9388.058780573901,alta,99.092529296875,102.693359375,78.18310546875,93.322998046875,26.676030390444588,0.017844806115929746,-0.11794866078364664,-0.15061176918593855,15.230489417989418,0.8931394031620866
data\images\sat_patch_0030.png,residencial,0.508726040277007,0.27453470872637975,0.008783436529124089,0.5985175619329195,6.1721271470938515,0.623253799014354,0.5338680061718302,8411.616229339867,media,84.47900390625,110.936279296875,81.134033203125,92.18310546875,29.596769266816054,0.13539000031913526,-0.020197508247604863,-0.30515093079146194,14.82010582010582,0.8734287064836541
data\images\sat_patch_0031.png,residencial,0.4478373057033251,0.36812052705257947,0.025601331506087788,0.5825888183490296,8.963603721425859,0.4937908288612243,0.5218568100872596,5873.647790097282,media,88.713134765625,115.6201171875,72.885009765625,92.40608723958333,30.145663654400845,0.13168185810680352,-0.09794744208211933,-0.37682630641818426,14.266286375661377,0.8431541884779525
data\images\sat_patch_0032.png,industrial,0.5320423016547225,0.21425114482249646,0.07206183315154616,0.43768409671783426,8.954100291646336,0.8086112076083165,0.3491084437565116,7795.704783651019,media,98.80419921875,110.990966796875,88.580322265625,99.45849609375,33.29410553872386,0.05808888618114526,-0.054560946750431404,-0.17392889054397903,15.683118386243386,0.9046321835480162
data\images\sat_patch_0033.png,centro,0.8389011234032407,0.1804653415566649,0.033179241048844,0.5562619471444554,0.7002910169365877,0.9574505554772064,0.9221811607074051,14771.606712146162,alta,91.385498046875,95.645263671875,83.717529296875,90.24943033854167,26.554248865548928,0.022775748561779,-0.04379118295399655,-0.0896820055257623,14.833209325396826,0.9316039701720881
data\images\sat_patch_0034.png,industrial,0.748524979260639,0.1519236274311841,0.006701031583280715,0.5069953540211906,10.117916084856205,0.832159542294088,0.6822840275713827,11908.698917337888,alta,88.22216796875,105.961181640625,86.2294921875,93.470947265625,29.205121080811757,0.091351877574506,-0.011422509639878023,-0.20044037115423316,15.581886574074073,0.8993508620500756
data\images\sat_patch_0035.png,parque_urbano,0.1991268745405537,0.6515211545420114,0.12020833685265052,0.15754319831172198,19.66173455414144,0.2870126941598599,0.3867979115034229,100.0,baixa,71.3984375,138.638916015625,70.58984375,93.54239908854167,41.14489837091237,0.32013580951203074,-0.005694792113734442,-0.7231456037753626,13.879340277777779,0.738076333106575
data\images\sat_patch_0036.png,residencial,0.4272213844047855,0.29108928037524195,0.02908608843224324,0.6512359094917686,12.23716267762764,0.5638029967522776,0.632341844460941,7125.532883321433,media,94.871826171875,109.583984375,74.2529296875,92.90291341145833,26.763226224996995,0.07195764254298043,-0.12191530599815933,-0.26933069434715623,14.574074074074074,0.8673517748436429
data\images\sat_patch_0037.png,periurbano,0.3101851480599426,0.6885906038912883,0.06299929574892427,0.36524809301995986,13.051214193607155,0.5840566925874001,0.5060112421049674,3296.847391512446,baixa,79.7783203125,146.224609375,78.992919921875,101.665283203125,42.22959542358709,0.29400631602595,-0.004946742146240498,-0.6574416211168964,14.792286706349206,0.7375402206957076
data\images\sat_patch_0038.png,residencial,0.607272922547706,0.42928782520274333,0.016047466711075955,0.48048243875052743,9.794628279613727,0.6434308045647734,0.49818207690337835,7406.884278067468,media,95.38720703125,127.4599609375,84.00537109375,102.2841796875,33.83072863889493,0.14392264462981616,-0.0634465260102492,-0.36920344496258006,15.363467261904761,0.8345090490955578
data\images\sat_patch_0039.png,parque_urbano,0.17648156379403787,0.8592022208926469,0.1945538373786644,0.2036512705903709,18.021043505050503,0.504156798799958,0.22667180113799743,100.0,baixa,64.610595703125,160.011962890625,84.32763671875,102.9833984375,52.73398272483825,0.42471854723782826,0.13238401290671614,-0.8306469503524492,15.071428571428571,0.6557365428541074
data\images\sat_patch_0040.png,centro,0.8378365485623642,0.17157007392911094,0.05432312547621648,0.5770245190328758,2.731066523657916,0.8273991681162983,0.8105225909840024,12707.05525152625,alta,105.83447265625,107.507568359375,93.141357421875,102.1611328125,30.17497388959217,0.00784231596978182,-0.0637922463527303,-0.07850004224729198,16.398272156084655,0.923044864107934
data\images\sat_patch_0041.png,parque_urbano,0.1138107623595397,0.6057578504481086,0.1097311854039705,0.05843859592409953,19.255357673841402,0.2305677709232695,0.29887067224484376,100.0,baixa,80.106689453125,130.5205078125,93.864990234375,101.49739583333333,29.459872840894093,0.23935094220736586,0.07908356536466193,-0.42892398551105043,12.740906084656086,0.8195717651676968
data\images\sat_patch_0042.png,periurbano,0.2608149035342754,0.5443555701159661,0.10631692988408516,0.12088657546609236,12.277007555624895,0.47394789402075393,0.1215165881558587,1825.9222059109934,baixa,80.46533203125,128.950439453125,94.3486328125,101.25480143229167,30.50384892988742,0.231525576353102,0.07941757235608393,-0.4102862879914244,13.645378637566138,0.8230912297364339
data\images\sat_patch_0043.png,centro,0.8819805889785344,0.026391818864369355,0.0770747050843455,0.9189689215426244,0.2898685681962281,1.0,0.9300434705163327,15540.417161548463,alta,95.32275390625,97.814208984375,95.021728515625,96.05289713541667,28.825260439292908,0.01289993913094715,-0.0015814768319700365,-0.02750534158493394,17.370618386243386,0.9370468724745104
data\images\sat_patch_0044.png,periurbano,0.22561091064344083,0.684117664679152,0.1105505563616327,0.33517631453952257,12.057742150817596,0.3565960689831757,0.29650869187882134,1248.6880775151035,baixa,76.303955078125,142.0263671875,80.9736328125,99.76798502604167,41.144903924078505,0.30102283148921927,0.02969067473193792,-0.6353498328175325,14.93501984126984,0.7498983832550166
data\images\sat_patch_0045.png,residencial,0.3836499511133607,0.38185615858993793,0.09316851093060291,0.6032978595839988,10.883041877149985,0.5169872130509179,0.48626727920016866,6670.865352126068,media,82.2060546875,105.263916015625,77.79736328125,88.42244466145833,25.553584570236204,0.12299495817196329,-0.02755373250562261,-0.2856990308543492,14.42977017195767,0.8840924880918649
data\images\sat_patch_0046.png,parque_urbano,0.23918432996760944,0.8198210618265792,0.08709492209203384,0.13258987145448392,18.31953101555175,0.29669814377031584,0.32055734168880967,100.0,baixa,70.071044921875,150.47998046875,81.53662109375,100.69588216145833,44.602819417279996,0.3645820056373719,0.07562662494300723,-0.7416007995202731,14.441716269841269,0.706072043151897
data\images\sat_patch_0047.png,industrial,0.7519500919318425,0.2971271543002472,0.08978950791759652,0.5565961471813416,3.9034206895278287,0.770614282989582,0.7166029538331982,10996.798549902638,alta,93.439453125,107.82861328125,90.673095703125,97.313720703125,28.369759070373785,0.07149251414635073,-0.015025360435545995,-0.1620772342394239,15.201926256613756,0.9102681245659994
data\images\sat_patch_0048.png,industrial,0.631101416504405,0.1235049801377248,0.0647905554480288,0.5873281038816056,9.589884297688402,0.7359465905194812,0.6946289034233627,10659.748283744666,alta,98.017578125,99.76953125,96.20166015625,97.99625651041667,24.564527302826033,0.008857771983615795,-0.009349835657220132,-0.027142996854673355,15.091517857142858,0.9390283780326181
data\images\sat_patch_0049.png,industrial,0.5100015941748258,0.2697139302282527,0.007363728233827017,0.5591987589783449,9.850498950124102,0.6882190858328995,0.47785882876425945,7487.841959828906,media,86.698486328125,116.945556640625,84.58349609375,96.07584635416667,30.06573379934472,0.1485291183725537,-0.012348001769489596,-0.3258317911502642,15.808903769841269,0.8626781798793411
data\images\sat_patch_0050.png,residencial,0.6857999068148081,0.184682147479811,0.08483702566211576,0.6510188926565652,5.148448399195648,0.7879239291438256,0.6310584034820211,12469.8047262215,alta,95.396728515625,107.037109375,83.569580078125,95.33447265625,27.8108779334209,0.05750214945864015,-0.06608589328543117,-0.1841301934641162,15.195601851851851,0.9014554767637986
data\images\sat_patch_0051.png,centro,0.8255313400898985,0.16818371887319383,0.04636488334037285,0.8010783441235503,0.2,1.0,0.6089100855475075,13928.029171872813,alta,89.033203125,104.432373046875,85.47265625,92.97941080729167,35.65833577257243,0.07959643336547857,-0.02040359485548882,-0.18476610063936483,17.616319444444443,0.9046551212593414
data\images\sat_patch_0052.png,parque_urbano,0.13959119939767042,0.7097178041317662,0.1232629470288416,0.23340301681353912,15.391198333107255,0.5122883246320066,0.2722853071276053,116.6770741572134,baixa,73.659912109375,155.01953125,74.937744140625,101.20572916666667,49.22316772226417,0.3557802030197629,0.008599274409152908,-0.7975902450589338,14.589781746031747,0.6886599202191195
data\images\sat_patch_0053.png,residencial,0.49376691739531386,0.17281349149986053,0.08410087636722208,0.6834383435671217,7.523015497793537,0.7134960554215046,0.7185870669075849,8769.007914782587,media,91.175048828125,104.29931640625,85.87646484375,93.78361002604167,26.5347674148348,0.06714060687828971,-0.029926792742749075,-0.168191002646854,15.251942791005291,0.9123353597777755
data\images\sat_patch_0054.png,parque_urbano,0.2286081511290942,0.8369933314160135,0.13073947007444237,0.07990150080759247,14.233678513588675,0.2324846063487858,0.25987699642657086,100.0,baixa,71.6923828125,154.1513671875,90.66015625,105.50130208333333,45.737329596480365,0.3651151914094803,0.11683077720987967,-0.6916985432739959,13.997643849206348,0.6962077426567097
data\images\sat_patch_0055.png,residencial,0.4094948707704917,0.44803200657240305,0.016758914718383144,0.49733472491708647,6.645173717034985,0.5189067098617336,0.4508701096907164,5579.730618129617,media,82.441650390625,127.42626953125,88.889404296875,99.58577473958333,31.437675500442662,0.21434728539275366,0.0376333051843818,-0.41934444831462964,14.835400132275133,0.8221344622346369
data\images\sat_patch_0056.png,residencial,0.4064833427803742,0.3474797897760481,0.08242722700027309,0.7071580068840848,14.693789870924649,0.5578448292560281,0.6491656381573315,4594.099679901169,media,91.955078125,118.177490234375,95.9384765625,102.023681640625,25.174262619284182,0.1247898514224544,0.02120029302189103,-0.23750086512733395,15.485160383597883,0.8848200484380747
data\images\sat_patch_0057.png,industrial,0.6474248771559779,0.2734896363201795,0.05478994327960447,0.49711834983225744,6.716113176846257,0.7201781014316392,0.41897853107707794,9005.415879764756,alta,97.374755859375,114.58447265625,86.488525390625,99.48258463541667,26.694174664671564,0.08119352403857626,-0.059208289635273276,-0.2277065064861502,14.4031498015873,0.8869588514914551
data\images\sat_patch_0058.png,parque_urbano,0.14181490294101093,0.8376796587161075,0.11006036299626962,0.24054787057712299,12.882934909385508,0.4080208284210853,0.22525027755156932,100.0,baixa,71.056396484375,165.789794921875,89.959716796875,108.935302734375,48.594260418736994,0.3999785577089148,0.11740017697533801,-0.7828659337949685,14.603753306878307,0.6676271367612466
data\images\sat_patch_0059.png,industrial,0.7457335862132002,0.057772835489806926,0.08439034992836315,0.5910491436341112,1.482052507244461,0.8342831152927586,0.6902224708582644,12247.63731954339,alta,94.517578125,98.7744140625,94.640869140625,95.97762044270833,28.78685483906165,0.02202282602244533,0.000651786989983493,-0.043710089566990615,15.792617394179892,0.9356356269988411
data\images\sat_patch_0060.png,periurbano,0.1940659376544392,0.423990440354125,0.0760543732396864,0.259693828814619,15.787401307675667,0.33350598921521607,0.2806143795007343,1368.117415080798,baixa,88.84228515625,118.169921875,87.7763671875,98.26285807291667,22.70539384242767,0.1416710492471187,-0.006035138127089109,-0.3038848653993136,13.324446097883598,0.8725107476030498
data\images\sat_patch_0061.png,centro,0.9146662577981962,0.07616742086143202,0.07770434046929549,0.6910168840555257,1.029174577398984,0.8730582398710303,0.8169988808440781,14504.345868955888,alta,100.47509765625,98.76416015625,89.142333984375,96.127197265625,32.562455252630684,-0.008587351258971147,-0.059766465108477516,-0.04114802477658359,16.72676917989418,0.9313556149299373
data\images\sat_patch_0062.png,residencial,0.45458617644688654,0.2778206206371434,0.00024371516380991,0.5700427800860993,11.5723015474653,0.5701191696402984,0.643686269338097,7900.88911520978,media,99.137451171875,114.61767578125,91.7646484375,101.83992513020833,27.260788033127415,0.07242036604038667,-0.038620857030071516,-0.18820345521516624,14.959697420634921,0.9019366284396143
data\images\sat_patch_0063.png,residencial,0.6739557604622819,0.3175795358859863,0.024845106112762163,0.4567686129597632,6.150625552680314,0.7391561203161989,0.7380490329048052,9604.116566433559,alta,95.200927734375,111.001708984375,85.021728515625,97.07478841145833,30.21322105229712,0.07662744485136737,-0.05648124033944128,-0.21519882748166108,15.816881613756614,0.8934907846416359
data\images\sat_patch_0064.png,industrial,0.7008210952561233,0.08682421849992496,0.008908050109677768,0.6822835645340148,8.932783911881124,0.8497411943725848,0.8865622841871051,12355.197925567465,alta,88.60595703125,99.7705078125,78.719482421875,89.031982421875,29.41341464108935,0.05926722709890154,-0.05908530455740604,-0.18092136630958,15.407944775132275,0.9073434523312613
data\images\sat_patch_0065.png,residencial,0.3650818700561156,0.44088980108842357,0.01938420101913837,0.4065737855410399,13.322620554730097,0.5149389750942999,0.4401614757055221,3874.1961703783254,media,95.038818359375,135.069091796875,86.094970703125,105.40096028645833,34.056244012505374,0.17396304732138598,-0.049377024867441555,-0.4222181346589155,15.32804232804233,0.815193393770826
data\images\sat_patch_0066.png,centro,0.8079933187115811,0.0732687691486986,0.03497878599826731,0.6649399516708946,1.5797395859383543,1.0,0.7724316207627463,13372.3448543418,alta,96.529052734375,97.4296875,86.58544921875,93.51472981770833,28.038218740066274,0.004643434783569228,-0.05430265410583255,-0.062796914155534,16.188616071428573,0.9312678681485768
data\images\sat_patch_0067.png,periurbano,0.3573726075211968,0.3630717774412529,0.09198788834951231,0.21567650727221743,14.490840071694555,0.37619090069348393,0.3381870377472241,2208.076552185981,baixa,94.809326171875,120.8876953125,88.28662109375,101.327880859375,24.709908685404198,0.1209027776102663,-0.03562451894709454,-0.2895523042750049,13.71031746031746,0.8703662247171466
data\images\sat_patch_0068.png,residencial,0.6598282688845045,0.3058376547217575,0.01029024313042487,0.6650782055838669,3.23539442758445,0.8388970817957373,0.7790130006355811,10605.389772132301,alta,87.14501953125,112.6083984375,87.064697265625,95.60603841145833,33.49785954948409,0.12747405795459033,-0.00046106650444525796,-0.26675657935481756,16.74718915343915,0.8778083875551096
data\images\sat_patch_0069.png,periurbano,0.1568243468577115,0.6676389259704423,0.09609527207248142,0.3397946466676516,16.370087388852664,0.43131768725412745,0.5234777046331904,2331.0559203487055,baixa,80.79638671875,152.3994140625,88.176025390625,107.12394205729167,42.13106394542779,0.307051099534448,0.04367363012741137,-0.633968523465304,14.471808862433862,0.7316607418053135
data\images\sat_patch_0070.png,residencial,0.4499058346575983,0.32656431717771767,0.03988789677357294,0.38144977179413236,7.633199023192249,0.6386494446157499,0.5176982402937168,6769.551870623877,media,87.1259765625,120.29248046875,89.48193359375,98.966796875,27.421271736486627,0.15990141003387984,0.013340042446714736,-0.32322481961099825,14.20568783068783,0.8581522394481049
data\images\sat_patch_0071.png,centro,0.7840269931931012,0.03981003229282154,0.047207580349980516,0.7240563466617486,2.4906494141595843,1.0,0.8434124179857481,12776.689257476888,alta,101.33251953125,110.9228515625,90.71826171875,100.9912109375,35.439191348413466,0.04518298847585396,-0.05526797489782159,-0.14751244837738484,17.569527116402117,0.9091973548053858
data\images\sat_patch_0072.png,periurbano,0.3245001830104888,0.36624584644835806,0.033451424220938906,0.15674321423885704,10.26361773319218,0.5346743645992175,0.33774541426851135,4027.7635982463894,media,90.378173828125,129.38916015625,89.319580078125,103.02897135416667,31.64109141399789,0.17751039448559813,-0.005890968145663691,-0.3837782936163191,14.378596230158731,0.8358968637838091
data\images\sat_patch_0073.png,periurbano,0.2642482535588331,0.6973484715282998,0.021936514328249303,0.1893665737593065,11.592129288895825,0.3859085144861845,0.21027982737353434,470.43999605422346,baixa,72.627685546875,154.613037109375,88.540771484375,105.260498046875,44.84746023573352,0.36078635133428066,0.09873573360374589,-0.7032914461177238,13.99979332010582,0.7073825879552245
data\images\sat_patch_0074.png,residencial,0.5435425348892152,0.20596265028256322,0.0030008946595245336,0.717308548664484,8.387684752690056,0.6198343842250036,0.6035410757161569,7901.28069307417,media,93.2529296875,109.811279296875,86.83935546875,96.634521484375,28.932816671260017,0.0815424323697864,-0.035612709215016095,-0.20453494476516773,16.243138227513228,0.8995965430648832
data\images\sat_patch_0075.png,residencial,0.46845179570233614,0.37350926289745795,0.07127084828482531,0.5161927429227054,9.60458574634256,0.6174423847209983,0.5661764962156399,5692.712068814213,media,88.485595703125,117.77880859375,84.25048828125,96.83829752604167,28.79998725210437,0.14201777979319055,-0.024517792111926645,-0.3243630575883729,15.132564484126984,0.8603819857303858
data\images\sat_patch_0076.png,centro,0.6517999781058381,0.19416369486075938,0.07853779741429208,0.7190877935866317,8.985838684579942,1.0,0.8882969142848705,12230.511998284954,alta,99.188232421875,101.5556640625,88.622314453125,96.45540364583333,26.81964314753327,0.011793293197414732,-0.0562583842510395,-0.07931531315524351,16.178612764550266,0.9276426651151332
data\images\sat_patch_0077.png,periurbano,0.1396280112862507,0.6380709777447839,0.041975871792357254,0.36392866108072963,14.936371920252837,0.3763467121323955,0.30918884393692925,772.5315739441368,baixa,64.57666015625,138.574951171875,79.33154296875,94.16105143229167,39.952063030974365,0.3642515565965824,0.10252982380131553,-0.7075202314383647,14.02405753968254,0.7347037221722167
data\images\sat_patch_0078.png,periurbano,0.3579837188985865,0.710186374868089,0.018868746803479098,0.31930894972300744,9.836630819073735,0.6431125128404523,0.5125406066993689,4259.387884784201,media,76.1865234375,152.086181640625,78.64697265625,102.30655924479167,47.13839210624101,0.3324955466955773,0.015890936166482274,-0.7298596826546258,15.938368055555555,0.707008603758851
